1188,LXN 
1189,LYN 
1190,LYPD1 
1191,LYPD6B 
1192,LYZ 
1193,LZTS1 
1194,MACC1 
1195,MADCAM1 
1196,MAFA 
1197,MAFF 
1198,MAF 
1199,MAL2 
1200,MALL 
1201,MAN1C1 
1202,MAOB 
1203,MAP1A 
1204,MAP1B 
1205,MAP3K5 
1206,MAPT 
1207,1-Mar
1208,4-Mar
1209,MARCKSL1 
1210,MARK1 
1211,MATN2 
1212,MBP 
1213,MCAM 
1214,MCC 
1215,MCHR1 
1216,MCM7 
1217,MCTP1 
1218,MDFIC 
1219,MDK 
1220,MDM2 
1221,MECOM 
1222,MEDAG 
1223,MEF2C 
1224,MEG3 
1225,MEIS1 
1226,MEIS2 
1227,MELK 
1228,MERTK 
1229,METTL7A 
1230,METTL7B 
1231,MET 
1232,MEX3A 
1233,MFAP4 
1234,MFGE8 
1235,MFI2 
1236,MGLL 
1237,MGP 
1238,MGST1 
1239,MICAL2 
1240,MID1 
1241,MIR143HG 
1242,MIR7-3HG 
1243,MIS18BP1 
1244,MKI67 
1245,MLF1IP 
1246,MLPH 
1247,MMP11 
1248,MMP1 
1249,MMP2 
1250,MMP7 
1251,MMP9 
1252,MMRN1 
1253,MMRN2 
1254,MND1 
1255,MNX1 
1256,MOB1B 
1257,MOB3B 
1258,MPEG1 
1259,MPZL2 
1260,MRAP2 
1261,MRAS 
1262,MRC1 
1263,MRC2 
1264,MS4A2 
1265,MS4A6A 
1266,MS4A7 
1267,MS4A8B 
1268,MSMO1 
1269,MSN 
1270,MSR1 
1271,MST1L 
1272,MSX1 
1273,MT1E 
1274,MT1F 
1275,MT1G 
1276,MT1X 
1277,MT2A 
1278,MTHFD2 
1279,MTUS1 
1280,MTUS2 
1281,MUC13 
1282,MUC16 
1283,MUC1 
1284,MUC20 
1285,MUC6 
1286,MUM1L1 
1287,MX2 
1288,MXRA5 
1289,MXRA8 
1290,MYCN 
1291,MYCT1 
1292,MYH14 
1293,MYH9 
1294,MYL12A 
1295,MYL12B 
1296,MYLK 
1297,MYO10 
1298,MYO1E 
1299,MYO1F 
1300,MYO5B 
1301,MYOF 
1302,MYOM1 
1303,MYRF 
1304,NAA20 
1305,NAGS 
1306,NAMPT 
1307,NAV2 
1308,NBEAL2 
1309,NCAM1 
1310,NCCRP1 
1311,NCEH1 
1312,NCF2 
1313,NCKAP1L 
1314,NCMAP 
1315,NCOA7 
1316,NDNF 
1317,NDRG1 
1318,NDRG2 
1319,NDRG4 
1320,NDUFA4 
1321,NEAT1 
1322,NEBL 
1323,NEB 
1324,NECAB1 
1325,NEDD4L 
1326,NEDD9 
1327,NEFH 
1328,NEFM 
1329,NELL2 
1330,NES 
1331,NET1 
1332,NEURL3 
1333,NEXN 
1334,NFATC2 
1335,NFIA 
1336,NFIB 
1337,NFKBIA 
1338,NFKBIZ 
1339,NGFR 
1340,NID1 
1341,NID2 
1342,NKD1 
1343,NKX2-2 
1344,NKX2-3 
1345,NLRC3 
1346,NLRP2 
1347,NLRP3 
1348,NMB 
1349,NNAT 
1350,NNMT 
1351,NOL4 
1352,NOS3 
1353,NOTCH1 
1354,NOTCH2NL 
1355,NOTCH2 
1356,NOTCH3 
1357,NOTCH4 
1358,NOVA2 
1359,NOV 
1360,NPFFR2 
1361,NPHP4 
1362,NPL 
1363,NPNT 
1364,NPR2 
1365,NPTX2 
1366,NPY 
1367,NQO1 
1368,NR0B1 
1369,NR0B2 
1370,NR1D1 
1371,NR1D2 
1372,NR1H4 
1373,NR2F2 
1374,NR4A1 
1375,NR4A2 
1376,NR5A2 
1377,NRARP 
1378,NREP 
1379,NRP1 
1380,NRP2 
1381,NT5E 
1382,NTM 
1383,NTN4 
1384,NTNG1 
1385,NTRK2 
1386,NUAK1 
1387,NUAK2 
1388,NUPR1 
1389,NUSAP1 
1390,OAF 
1391,OAS1 
1392,OCA2 
1393,OCLN 
1394,ODC1 
1395,OLFM1 
1396,OLFM4 
1397,OLFML2A 
1398,OLFML2B 
1399,OLFML3 
1400,OLIG1 
1401,OLR1 
1402,ONECUT1 
1403,ONECUT2 
1404,OSMR 
1405,OXTR 
1406,P2RY6 
1407,PACSIN2 
1408,PAG1 
1409,PAH 
1410,PAK3 
1411,PALLD 
1412,PALM2 
1413,PAMR1 
1414,PAM 
1415,PAPPA2 
1416,PAPPA 
1417,PAQR5 
1418,PART1 
1419,PASK 
1420,PAX4 
1421,PCDH10 
1422,PCDH17 
1423,PCDH18 
1424,PCDH7 
1425,PCDH8 
1426,PCDH9 
1427,PCDHB10 
1428,PCDHB4 
1429,PCDHB7 
1430,PCK1 
1431,PCLO 
1432,PCP4 
1433,PCSK1N 
1434,PCSK1 
1435,PDE2A 
1436,PDE3A 
1437,PDE3B 
1438,PDE5A 
1439,PDE8B 
1440,PDGFA 
1441,PDGFB 
1442,PDGFC 
1443,PDGFD 
1444,PDGFRA 
1445,PDGFRB 
1446,PDK3 
1447,PDK4 
1448,PDLIM1 
1449,PDLIM3 
1450,PDLIM4 
1451,PDP1 
1452,PDPN 
1453,PDX1 
1454,PDZD2 
1455,PDZK1IP1 
1456,PDZK1 
1457,PEA15 
1458,PECAM1 
1459,PEG10 
1460,PELI1 
1461,PEMT 
1462,PER1 
1463,PER3 
1464,PEX5L 
1465,PFKFB2 
1466,PFKFB3 
1467,PGC 
1468,PGM2L1 
1469,PGR 
1470,PHF17 
1471,PHGDH 
1472,PHGR1 
1473,PHLDA1 
1474,PHLDA2 
1475,PHLDB1 
1476,PHLDB2 
1477,PI15 
1478,PI3 
1479,PIANP 
1480,PID1 
1481,PIEZO2 
1482,PIGR 
1483,PIK3AP1 
1484,PIK3C2G 
1485,PILRA 
1486,PIM3 
1487,PIPOX 
1488,PKDCC 
1489,PKHD1 
1490,PKIB 
1491,PKNOX2 
1492,PLA2G1B 
1493,PLA2G4A 
1494,PLA2G7 
1495,PLAGL1 
1496,PLAT 
1497,PLAUR 
1498,PLAU 
1499,PLCB4 
1500,PLCE1 
1501,PLCH2 
1502,PLCL1 
1503,PLCXD3 
1504,PLD1 
1505,PLEKHA6 
1506,PLEKHB1 
1507,PLEKHG1 
1508,PLEKHO1 
1509,PLEK 
1510,PLIN2 
1511,PLIN5 
1512,PLK2 
1513,PLOD2 
1514,PLS3 
1515,PLTP 
1516,PLVAP 
1517,PLXDC1 
1518,PLXNA2 
1519,PLXNC1 
1520,PMAIP1 
1521,PMEPA1 
1522,PMP22 
1523,PMP2 
1524,PNLIPRP1 
1525,PNLIPRP2 
1526,PNLIP 
